id,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
329,36,1,1,1,0,1,0,1,0,1
330,48,0,0,1,1,0,0,1,1,1
331,37,1,4,1,1,0,0,1,0,1
332,30,0,2,2,1,0,1,0,1,1
333,41,0,5,0,0,1,1,0,1,1
334,27,1,11,223,1,0,0,1,1,0
335,37,0,0,1,0,1,0,1,1,1
336,33,1,4,2,1,0,0,1,0,1
337,54,0,11,129,1,0,0,1,1,0
338,23,0,2,71,1,0,0,1,1,0
344,41,0,0,0,0,1,0,1,1,1
345,52,0,0,0,1,0,0,1,0,1
347,43,1,13,51,1,0,0,1,0,1
348,52,0,0,13,1,0,0,1,1,1
349,28,0,1,3,1,0,0,1,0,1
350,30,1,11,1,0,1,0,1,1,0
351,28,0,1,6,1,0,0,1,0,1
354,22,0,0,0,1,0,0,1,1,1
355,30,0,4,-1,1,0,0,1,1,1
356,25,0,4,1,1,0,0,1,0,1
357,31,1,0,30,1,0,0,1,0,0
358,37,1,0,35,1,0,0,1,0,1
359,32,0,14,1,1,0,0,1,1,0
361,53,0,1,1,0,1,0,1,0,1
362,28,1,25,25,1,0,0,1,1,0
363,44,1,8,4,0,1,0,1,0,1
364,25,0,0,0,1,0,0,1,1,1
366,22,1,1,5,0,1,0,1,0,0
369,37,0,0,1,0,1,1,0,0,1
372,40,0,3,1,1,0,1,0,0,1
379,31,0,0,0,0,1,1,0,0,1
381,23,1,1,1,1,0,0,1,0,1
382,23,1,5,0,1,0,1,0,0,1
383,24,0,0,0,0,1,0,1,0,0
384,29,0,1,0,0,1,0,1,1,1
385,20,1,1,1,1,0,0,1,1,0
386,30,1,2,1,1,0,0,1,1,1
389,39,0,0,0,1,0,0,1,0,1
390,27,0,4,0,1,0,0,1,1,1
393,37,0,2,0,1,0,1,0,1,1
396,20,0,0,2,1,0,0,1,1,0
398,22,0,0,2,1,0,0,1,0,1
399,52,0,0,0,1,0,1,0,1,1
400,23,1,0,3,1,0,1,0,1,1
402,48,0,0,1,1,0,1,0,1,1
404,25,0,0,0,1,0,0,1,0,1
405,27,1,0,1,1,0,0,1,0,1
406,30,1,11,1,1,0,0,1,1,1
407,22,1,3,1,0,1,0,1,1,0
408,22,0,1,0,1,0,1,0,0,1
411,41,0,2,0,0,1,1,0,1,1
414,25,0,0,0,1,0,1,0,0,1
416,52,1,3,24,1,0,0,1,1,1
417,43,0,0,41,1,0,0,1,1,1
423,37,0,3,2,1,0,0,1,0,1
425,70,0,1,12,0,1,0,1,0,1
428,46,0,3,14,1,0,0,1,0,1
429,21,1,0,1,0,1,0,1,1,0
430,26,1,1,1,0,1,0,1,1,0
431,38,1,3,1,1,0,0,1,0,1
432,34,0,5,1,0,1,0,1,0,1
435,34,0,5,0,0,1,0,1,1,1
437,23,1,0,0,1,0,0,1,0,1
438,34,1,5,2,1,0,0,1,1,1
440,39,1,6,2,1,0,0,1,1,1
441,24,0,0,1,1,0,0,1,0,1
445,58,0,2,1,1,0,0,1,0,1
446,21,0,0,0,0,1,1,0,1,1
451,23,1,4,11,0,1,0,1,1,0
452,62,0,0,1,1,0,0,1,0,1
456,37,0,5,10,1,0,0,1,0,1
457,43,1,2,7,1,0,0,1,0,1
459,32,0,5,-1,1,0,1,0,1,1
461,23,0,0,45,1,0,0,1,0,1
462,27,0,0,0,0,1,0,1,1,1
463,44,1,0,1,0,1,0,1,0,1
464,28,1,3,0,0,1,0,1,0,1
465,42,0,0,1,1,0,1,0,0,1
467,24,1,9,4,1,0,0,1,0,0
468,27,0,0,17,1,0,0,1,1,1
469,20,1,0,0,1,0,0,1,1,0
474,51,0,0,1,0,1,1,0,0,1
475,56,0,0,1,0,1,0,1,0,1
478,29,0,7,1,1,0,0,1,1,0
480,20,1,0,209,1,0,0,1,1,0
484,27,0,8,68,1,0,0,1,0,1
485,24,1,2,19,1,0,0,1,1,0
487,53,1,36,32,1,0,0,1,0,1
489,28,1,2,1,0,1,0,1,0,1
494,21,0,3,22,1,0,0,1,0,1
495,36,0,0,12,1,0,1,0,1,1
496,25,1,2,1,0,1,1,0,0,1
497,23,0,1,0,0,1,1,0,0,1
499,28,0,1,1,1,0,0,1,0,1
500,21,1,0,1,1,0,1,0,1,0
501,36,0,0,0,0,1,0,1,0,1
502,24,0,0,0,1,0,0,1,1,1
504,30,1,1,0,1,0,0,1,0,1
505,29,0,0,1,1,0,0,1,1,1
509,30,0,0,3,0,1,1,0,0,1
510,51,0,1,1,0,1,0,1,0,1
516,32,1,12,1,1,0,0,1,1,0
517,23,0,1,1,1,0,0,1,1,1
518,47,0,3,0,1,0,0,1,1,1
522,37,0,0,19,1,0,0,1,0,1
523,19,1,2,1,1,0,0,1,1,0
524,27,0,0,2,0,1,0,1,0,0
525,39,0,0,0,0,1,0,1,0,1
526,21,0,0,0,1,0,1,0,0,1
527,69,0,0,0,0,1,0,1,0,1
530,21,0,2,2,1,0,0,1,0,1
531,26,1,6,3,0,1,0,1,1,0
532,22,0,0,0,1,0,0,1,0,1
533,23,1,0,0,1,0,1,0,1,1
537,49,0,3,3,1,0,0,1,1,1
538,29,0,2,50,0,1,0,1,1,1
540,60,0,0,0,0,1,1,0,0,1
542,23,1,3,0,1,0,0,1,1,0
545,20,0,1,2,1,0,1,0,0,1
546,36,0,1,95,1,0,0,1,0,1
547,30,0,0,1,1,0,0,1,0,1
548,21,0,1,-1,1,0,0,1,1,1
552,22,1,2,0,0,1,0,1,0,1
557,21,1,4,219,1,0,0,1,1,0
558,21,1,0,12,1,0,0,1,1,1
561,34,0,1,0,0,1,0,1,0,1
563,50,1,1,0,0,1,1,0,0,1
565,40,1,0,8,1,0,0,1,0,1
566,25,1,7,127,1,0,0,1,1,0
567,53,0,1,0,0,1,1,0,0,1
569,24,0,0,1,1,0,1,0,1,1
572,42,0,1,4,1,0,0,1,1,1
573,28,0,1,1,0,1,0,1,1,1
576,26,1,6,1,1,0,0,1,1,0
579,22,1,4,260,1,0,0,1,1,0
580,21,0,3,5,0,1,0,1,0,1
581,37,1,23,17,1,0,0,1,1,0
584,35,0,2,5,1,0,0,1,1,1
586,53,0,2,0,1,0,0,1,1,1
588,29,0,7,1,1,0,0,1,1,1
590,48,1,23,360,1,0,0,1,0,0
594,52,0,0,0,0,1,1,0,0,1
597,27,1,12,31,1,0,0,1,1,0
598,28,0,5,51,1,0,0,1,1,0
599,33,0,3,0,0,1,0,1,0,1
600,28,0,0,2,1,0,1,0,0,1
602,36,1,14,0,1,0,0,1,1,1
603,29,0,2,1,1,0,0,1,1,1
604,22,1,0,21,0,1,0,1,1,0
608,25,0,0,0,1,0,0,1,0,1
611,56,0,5,12,1,0,0,1,1,1
612,27,1,9,52,1,0,0,1,1,0
613,52,1,4,7,1,0,0,1,0,1
616,32,0,3,1,1,0,0,1,1,1
617,60,0,4,1,1,0,0,1,0,1
621,23,0,1,5,0,1,0,1,0,1
622,39,0,0,0,0,1,1,0,0,1
623,56,0,0,0,0,1,0,1,0,1
624,22,0,0,0,1,0,1,0,1,1
627,53,0,11,110,1,0,0,1,1,1
628,25,1,0,0,0,1,0,1,0,1
629,21,0,0,0,0,1,0,1,0,1
630,22,0,0,1,1,0,0,1,0,1
633,58,0,2,1,0,1,1,0,0,1
635,31,1,7,1,0,1,0,1,1,1
637,22,1,1,0,1,0,0,1,0,1
638,28,1,8,3,1,0,0,1,1,1
639,42,0,1,2,1,0,0,1,0,1
640,20,1,0,0,1,0,0,1,1,1
641,29,1,0,5,0,1,0,1,0,1
644,58,1,21,59,0,1,0,1,1,1
645,22,0,3,106,1,0,0,1,1,1
646,48,1,1,0,0,1,0,1,0,1
647,37,0,0,0,1,0,0,1,0,1
648,57,1,1,25,1,0,0,1,1,1
649,27,0,3,-1,0,1,0,1,0,1
651,26,0,3,33,1,0,0,1,1,1
653,24,1,3,0,1,0,0,1,0,0
654,33,0,0,1,1,0,0,1,0,1
656,29,0,2,0,1,0,0,1,1,1
657,24,1,3,1,1,0,1,0,1,0
659,19,1,1,32,1,0,0,1,0,0
660,36,0,2,0,0,1,0,1,0,1
662,24,0,0,0,1,0,1,0,0,1
664,34,0,0,0,0,1,0,1,0,1
668,25,1,2,0,1,0,0,1,0,1
669,20,1,1,1,1,0,0,1,1,0
674,24,1,1,1,0,1,0,1,1,1
675,61,0,4,1,1,0,0,1,0,1
678,50,0,3,-1,1,0,1,0,1,1
679,30,0,1,4,0,1,0,1,1,1
680,38,0,5,1,1,0,0,1,1,1
681,24,0,0,0,0,1,0,1,0,1
685,46,1,2,9,1,0,1,0,1,0
686,41,1,0,3,0,1,0,1,0,1
687,20,1,0,22,1,0,0,1,0,0
688,27,1,13,1,0,1,0,1,1,0
691,26,1,1,13,0,1,0,1,1,1
692,29,1,3,1,1,0,0,1,1,1
693,52,1,6,1,1,0,0,1,0,1
694,28,1,1,4,1,0,0,1,0,1
697,55,1,5,118,1,0,0,1,1,1
700,26,1,10,0,1,0,0,1,1,0
701,28,0,5,1,1,0,0,1,1,0
703,63,0,2,3,1,0,0,1,0,1
704,42,0,0,1,1,0,0,1,1,1
707,23,0,6,0,1,0,0,1,1,1
708,54,1,28,5,1,0,0,1,1,0
709,35,1,8,10,1,0,0,1,1,1
711,24,1,6,26,1,0,1,0,1,0
712,54,0,2,0,0,1,0,1,1,1
713,58,1,12,3,0,1,0,1,1,1
715,23,1,1,0,0,1,0,1,0,1
716,35,0,1,0,0,1,0,1,1,1
718,20,1,1,2,1,0,0,1,1,0
720,51,0,0,35,1,0,0,1,0,1
721,24,0,0,1,1,0,0,1,0,0
722,37,0,3,6,1,0,0,1,0,1
724,47,0,3,0,1,0,0,1,0,1
726,34,1,4,1,1,0,0,1,0,1
727,56,0,0,0,1,0,0,1,0,1
728,34,1,4,31,1,0,0,1,0,1
729,59,1,1,0,1,0,0,1,0,1
730,35,0,0,101,1,0,0,1,0,1
731,58,0,1,10,1,0,0,1,0,1
732,29,0,2,0,0,1,0,1,0,1
737,24,1,6,3,1,0,1,0,0,0
738,21,1,2,8,0,1,0,1,0,0
740,50,1,5,11,1,0,0,1,0,1
743,26,0,1,1,1,0,0,1,1,1
745,30,0,0,1,0,1,1,0,0,1
752,29,1,0,1,0,1,0,1,0,1
753,54,0,0,1,0,1,0,1,1,1
754,29,1,4,8,1,0,0,1,1,1
756,59,0,0,0,0,1,1,0,0,1
757,38,0,0,1,1,0,0,1,1,1
762,27,1,1,1,0,1,0,1,0,1
763,26,1,7,1,1,0,0,1,0,1
764,52,0,20,27,1,0,0,1,0,1
765,66,1,33,13,1,0,0,1,1,1
769,27,0,2,0,1,0,0,1,0,1
770,51,0,1,1,0,1,0,1,0,1
771,35,0,1,74,1,0,0,1,0,1
775,52,0,4,0,0,1,0,1,0,1
781,48,0,12,1,1,0,0,1,0,1
785,26,0,0,1,0,1,1,0,1,1
786,48,0,0,0,0,1,1,0,0,1
787,30,0,7,37,0,1,0,1,0,1
788,28,0,2,1,0,1,0,1,0,1
789,33,0,2,0,0,1,0,1,1,1
790,34,0,6,52,1,0,1,0,1,1
792,25,0,0,-1,0,1,0,1,0,1
793,59,1,10,127,1,0,0,1,1,1
794,29,1,5,2,1,0,0,1,1,1
796,24,0,0,1,1,0,0,1,0,1
798,48,1,1,129,1,0,0,1,0,1
803,52,0,4,1,0,1,0,1,1,1
804,20,1,0,0,1,0,0,1,1,1
805,25,1,4,5,1,0,0,1,0,1
806,24,0,0,15,1,0,0,1,0,1
807,23,0,0,1,0,1,0,1,0,0
808,27,0,6,1,1,0,0,1,0,1
810,25,1,1,0,0,1,0,1,1,1
812,31,0,0,0,1,0,0,1,1,1
813,25,1,6,4,1,0,0,1,1,1
814,32,1,1,0,1,0,0,1,0,1
815,21,1,0,-1,1,0,0,1,0,1
817,37,0,1,5,1,0,0,1,0,1
818,25,0,0,0,1,0,0,1,0,1
820,32,0,20,0,1,0,0,1,0,0
821,35,0,0,2,1,0,0,1,1,1
823,42,1,14,1,1,0,0,1,1,1
825,24,1,9,10,0,1,0,1,0,0
830,21,1,0,0,1,0,0,1,0,1
831,47,0,1,0,0,1,0,1,0,1
835,27,1,5,1,1,0,0,1,1,0
836,43,1,2,4,0,1,0,1,0,1
837,46,1,2,0,1,0,0,1,0,1
838,44,0,1,0,0,1,0,1,1,1
841,23,0,2,0,1,0,0,1,0,1
843,42,0,8,1,1,0,0,1,1,1
844,58,0,6,144,1,0,0,1,1,1
847,26,0,3,1,1,0,0,1,1,1
848,48,0,0,17,1,0,1,0,0,1
849,39,1,3,3,1,0,0,1,1,1
850,21,1,3,-1,1,0,0,1,1,1
851,63,0,1,5,0,1,0,1,0,1
852,22,1,3,7,1,0,0,1,1,1
853,50,0,3,0,0,1,0,1,1,1
855,38,0,0,9,1,0,0,1,1,1
856,41,0,1,6,1,0,0,1,0,1
857,28,1,16,1,1,0,0,1,1,0
858,30,0,0,1,0,1,1,0,1,1
859,23,0,1,0,1,0,0,1,1,1
861,25,1,2,12,1,0,0,1,0,1
863,40,0,5,0,1,0,0,1,0,1
864,24,0,8,-1,1,0,0,1,0,0
867,27,1,5,64,0,1,0,1,1,1
869,44,0,11,180,0,1,0,1,0,1
870,35,1,6,1,1,0,1,0,1,1
871,42,0,0,0,0,1,0,1,0,1
872,38,0,15,0,1,0,0,1,1,1
874,26,0,4,-1,1,0,0,1,0,1
875,25,0,0,0,0,1,1,0,1,1
880,64,0,1,7,1,0,0,1,0,1
881,49,1,2,0,0,1,1,0,0,1
882,50,1,5,1,1,0,0,1,0,1
884,66,1,0,0,0,1,0,1,0,1
886,46,0,0,1,0,1,1,0,0,1
887,30,1,5,1,1,0,0,1,1,1
888,22,0,0,-1,0,1,1,0,0,1
889,23,0,1,9,0,1,0,1,0,1
890,30,1,0,1,0,1,0,1,0,1
893,31,0,0,0,0,1,0,1,0,1
895,31,0,1,0,1,0,0,1,0,1
899,25,0,0,0,0,1,0,1,1,1
900,21,0,0,2,1,0,1,0,0,1
901,27,0,0,1,0,1,0,1,1,1
904,20,1,0,1,0,1,0,1,0,1
905,32,0,1,0,1,0,0,1,0,1
906,24,0,0,0,1,0,1,0,0,1
909,20,0,1,0,1,0,0,1,1,1
913,31,1,3,19,0,1,0,1,1,0
914,27,1,3,6,0,1,0,1,1,1
916,40,0,0,1,1,0,0,1,1,1
917,22,1,11,0,1,0,0,1,1,0
918,38,0,1,0,1,0,1,0,1,1
919,36,1,1,39,0,1,0,1,0,0
921,30,0,1,0,0,1,0,1,1,1
922,27,1,6,34,1,0,0,1,0,1
924,59,0,0,0,0,1,1,0,0,1
925,37,0,2,1,0,1,0,1,0,1
926,28,1,5,1,0,1,0,1,1,1
927,38,0,0,0,1,0,0,1,0,1
930,22,1,0,0,1,0,0,1,1,0
934,25,1,4,31,1,0,0,1,1,1
935,51,0,0,0,0,1,0,1,0,1
943,29,1,2,25,0,1,0,1,0,1
944,28,0,10,0,1,0,0,1,1,1
946,55,1,9,3,0,1,0,1,1,1
947,23,0,3,5,1,0,1,0,0,0
948,22,0,0,7,0,1,1,0,1,1
949,19,1,2,22,1,0,1,0,0,0
951,31,0,1,-1,0,1,0,1,1,1
953,29,0,0,0,0,1,0,1,1,1
955,61,1,15,1,1,0,0,1,1,1
958,31,0,0,0,0,1,0,1,0,1
959,20,1,4,2,1,0,0,1,1,0
960,26,1,3,1,1,0,0,1,0,1
962,27,0,5,1,0,1,0,1,0,0
963,25,0,1,1,1,0,0,1,0,1
964,23,1,3,9,1,0,0,1,0,1
965,38,0,0,1,1,0,0,1,1,1
967,27,1,18,0,1,0,0,1,1,0
968,35,1,0,-1,1,0,1,0,0,1
969,22,0,0,16,1,0,0,1,0,0
971,58,1,4,1,1,0,1,0,1,1
973,57,1,0,1,0,1,1,0,0,1
975,21,0,0,0,1,0,0,1,1,1
977,22,0,0,1,1,0,1,0,1,0
978,30,0,0,2,1,0,0,1,1,1
987,30,1,8,1,1,0,0,1,1,0
988,31,0,10,0,1,0,1,0,1,1
990,45,0,1,1,1,0,1,0,0,1
993,39,1,2,4,1,0,0,1,0,1
995,31,1,0,1,1,0,0,1,1,0
996,22,1,1,1,1,0,0,1,1,1
998,27,1,13,2,1,0,0,1,1,1
999,38,1,1,0,1,0,0,1,0,1
1000,31,1,23,55,1,0,0,1,1,0
1001,47,0,20,1,1,0,0,1,1,0
1002,22,0,3,0,1,0,0,1,1,1
1003,35,1,1,79,0,1,0,1,1,0
1004,23,1,2,19,0,1,0,1,0,1
1005,65,1,2,5,0,1,0,1,1,1
1006,35,0,0,1,0,1,0,1,1,1
1007,33,0,0,1,1,0,1,0,1,1
1008,53,0,1,1,0,1,0,1,0,1
1009,52,0,0,1,1,0,0,1,0,1
1014,21,0,0,0,1,0,0,1,1,1
1015,37,0,11,1,1,0,0,1,1,1
1016,30,1,4,0,0,1,0,1,0,0
1020,54,0,0,-1,1,0,0,1,0,1
1022,31,0,0,-1,0,1,1,0,1,1
1023,59,0,2,29,1,0,1,0,0,1
1024,27,0,0,1,0,1,0,1,1,1
1025,36,1,0,0,0,1,0,1,1,1
1026,46,1,17,6,1,0,0,1,1,0
1027,22,0,3,323,1,0,0,1,1,0
1030,28,0,0,0,0,1,1,0,0,1
1031,34,1,15,3,1,0,1,0,0,0
1032,29,1,7,0,1,0,0,1,0,0
1034,23,1,2,80,0,1,0,1,1,0
1036,27,0,3,0,1,0,0,1,1,1
1037,21,1,0,0,1,0,0,1,0,1
1038,48,1,3,0,1,0,0,1,0,1
1043,31,0,5,6,1,0,0,1,1,1
1044,36,0,4,2,0,1,0,1,1,1
1048,44,1,14,1,1,0,0,1,1,0
1049,53,0,2,0,1,0,0,1,0,1
1051,33,1,3,1,0,1,0,1,1,1
1056,47,1,2,2,1,0,0,1,0,1
1057,57,1,20,33,1,0,0,1,1,1
1058,28,0,2,6,0,1,0,1,1,1
1059,24,0,1,1,0,1,0,1,1,1
1060,44,0,1,1,1,0,0,1,1,1
1061,46,0,0,1,1,0,0,1,1,1
1062,37,0,6,1,1,0,0,1,1,1
1063,26,1,10,5,0,1,0,1,1,1
1065,27,1,10,0,1,0,0,1,1,0
1066,40,0,1,1,1,0,0,1,0,1
1068,60,1,9,384,1,0,1,0,0,1
1069,53,0,1,6,1,0,0,1,0,1
1072,28,0,0,1,1,0,0,1,1,1
1073,23,0,0,0,0,1,0,1,0,1
1076,46,0,2,19,1,0,1,0,0,0
1077,23,1,0,1,1,0,0,1,1,1
1082,50,1,18,248,1,0,0,1,1,0
1084,45,0,0,1,0,1,0,1,1,1
1086,22,0,1,0,1,0,0,1,1,1
1087,26,1,1,16,1,0,0,1,0,1
1088,62,0,0,2,1,0,0,1,0,1
1089,34,1,0,-1,0,1,0,1,0,1
1092,24,0,1,6,1,0,0,1,0,0
1093,21,0,0,1,0,1,0,1,0,1
1094,25,1,0,0,1,0,0,1,0,1
1096,68,0,0,3,0,1,0,1,0,1
1099,21,0,1,0,1,0,0,1,0,1
1101,37,0,1,1,1,0,1,0,0,1
1103,22,0,0,0,1,0,0,1,1,0
1106,42,0,1,0,1,0,0,1,0,1
1107,22,1,1,1,1,0,0,1,0,1
1109,45,1,0,2,1,0,0,1,1,1
1110,36,1,4,0,1,0,1,0,1,0
1111,48,0,2,1,1,0,0,1,1,1
1119,23,1,6,8,1,0,0,1,1,0
1120,24,0,0,1,1,0,0,1,1,0
1121,29,0,0,1,1,0,0,1,1,1
1122,24,0,0,0,1,0,0,1,1,1
1123,50,0,11,2,1,0,0,1,1,0
1125,34,1,10,2,1,0,0,1,1,1
1127,23,0,0,0,1,0,0,1,1,1
