id,age,recidivated,number_of_prior_crimes,months_in_jail,felony,misdemeanor,woman,man,black,y
9754,29,1,3,0,1,0,0,1,1,1
9747,32,1,4,1,1,0,0,1,1,1
7706,68,0,0,0,0,1,0,1,0,1
9295,30,0,2,6,1,0,0,1,0,1
9644,22,0,0,0,0,1,0,1,1,1
9566,24,1,1,0,1,0,0,1,0,0
4508,26,0,3,0,1,0,1,0,1,1
2772,23,1,2,2,0,1,0,1,1,0
3384,21,0,1,12,1,0,0,1,0,0
9738,30,0,3,206,0,1,0,1,1,1
4067,31,1,3,0,0,1,0,1,0,1
8024,27,1,3,0,0,1,1,0,1,1
10677,29,1,10,29,1,0,0,1,1,0
6478,40,1,4,5,1,0,1,0,0,1
4130,57,0,0,4,1,0,0,1,0,1
10636,21,0,0,1,0,1,0,1,0,1
4593,38,0,0,0,0,1,0,1,0,1
2797,28,1,0,1,0,1,0,1,1,1
6608,32,1,5,55,1,0,0,1,0,0
1760,35,1,4,1,1,0,0,1,0,1
1003,35,1,1,79,0,1,0,1,1,0
3492,23,0,3,1,1,0,0,1,1,1
8209,28,0,9,36,1,0,0,1,0,0
6210,21,1,1,5,1,0,0,1,1,0
4521,27,0,0,0,1,0,1,0,0,1
1402,46,0,0,1,0,1,0,1,1,1
2962,40,0,1,1,0,1,0,1,1,1
1868,23,0,0,0,0,1,0,1,1,0
5793,36,1,1,0,1,0,1,0,1,1
2205,23,0,0,1,0,1,1,0,1,1
4511,59,0,1,1,1,0,0,1,1,1
3999,41,0,1,2,1,0,0,1,1,1
8768,21,0,1,22,1,0,0,1,1,1
244,30,1,3,530,1,0,1,0,0,1
10821,30,1,8,54,1,0,0,1,1,1
2616,23,0,2,0,1,0,0,1,0,1
6260,30,1,1,33,1,0,0,1,0,0
402,48,0,0,1,1,0,1,0,1,1
5761,37,0,0,0,1,0,0,1,0,1
10369,29,0,1,2,1,0,0,1,0,1
10910,31,0,1,117,0,1,0,1,0,1
3884,54,1,0,20,1,0,1,0,0,1
1640,50,0,2,0,0,1,0,1,0,1
6572,25,0,1,-1,1,0,0,1,0,1
8129,27,1,5,0,1,0,0,1,1,0
10157,27,1,10,14,1,0,1,0,1,0
9501,45,0,0,1,0,1,0,1,0,1
5633,37,0,0,0,0,1,0,1,1,1
10283,27,1,6,0,1,0,0,1,1,1
1001,47,0,20,1,1,0,0,1,1,0
6356,35,1,3,9,1,0,0,1,0,1
2936,27,0,1,8,1,0,0,1,1,1
7692,45,0,2,2,0,1,0,1,0,1
7289,26,1,20,43,1,0,0,1,1,0
111,40,0,2,3,1,0,0,1,1,1
2287,37,1,12,0,0,1,0,1,1,0
765,66,1,33,13,1,0,0,1,1,1
808,27,0,6,1,1,0,0,1,0,1
2630,28,0,8,40,1,0,0,1,1,1
4953,33,1,4,1,1,0,0,1,1,1
3164,27,1,13,14,1,0,0,1,1,1
1786,41,0,9,0,0,1,0,1,1,0
2037,26,0,0,0,0,1,0,1,1,1
1750,23,1,0,1,1,0,0,1,0,1
241,26,1,2,0,0,1,1,0,1,1
10757,24,1,0,20,0,1,0,1,1,1
546,36,0,1,95,1,0,0,1,0,1
10965,57,1,14,19,1,0,0,1,0,1
2512,30,1,21,1,1,0,0,1,1,1
1630,49,0,4,3,1,0,1,0,0,1
463,44,1,0,1,0,1,0,1,0,1
10888,26,1,4,0,1,0,1,0,1,0
7586,44,0,0,5,1,0,0,1,0,1
3551,20,1,1,16,1,0,0,1,1,1
3358,40,0,1,1,1,0,0,1,1,1
3867,69,0,22,1,0,1,0,1,1,1
249,46,1,6,22,1,0,0,1,0,1
7240,33,0,4,1,0,1,0,1,1,1
5371,36,1,3,27,1,0,1,0,0,1
2400,30,0,11,0,1,0,0,1,1,0
7441,23,0,2,1,1,0,0,1,0,1
5075,26,1,24,85,0,1,0,1,1,0
3726,41,0,0,0,1,0,1,0,0,1
2584,23,0,3,1,1,0,0,1,1,1
9552,27,1,1,2,1,0,0,1,0,1
2678,21,0,0,1,0,1,0,1,1,1
3420,42,0,1,0,1,0,0,1,1,1
1290,26,1,4,1,0,1,0,1,1,0
4078,47,1,0,3,0,1,0,1,0,1
1591,53,0,0,0,0,1,1,0,0,1
2485,31,0,2,1,1,0,1,0,1,1
786,48,0,0,0,0,1,1,0,0,1
4851,25,1,3,2,1,0,0,1,1,1
9869,48,0,12,-1,0,1,0,1,1,1
1562,26,0,0,2,1,0,0,1,0,1
4754,47,0,1,1,1,0,0,1,1,1
10940,30,0,2,6,0,1,0,1,0,0
10581,21,1,1,1,0,1,0,1,1,1
3178,22,1,5,4,1,0,0,1,0,0
1605,22,0,0,0,0,1,0,1,0,1
9045,46,0,0,78,1,0,0,1,0,1
6043,50,0,3,14,1,0,0,1,0,1
10121,25,1,7,0,1,0,0,1,1,0
1296,46,0,0,1,1,0,0,1,0,1
7898,35,0,2,1,1,0,0,1,1,1
8280,35,0,8,8,0,1,0,1,1,1
4881,31,0,0,2,1,0,0,1,1,1
7305,58,1,0,1,1,0,1,0,0,1
8802,28,0,5,2,0,1,1,0,1,0
9376,29,0,0,1,1,0,0,1,0,1
9786,26,1,7,1,1,0,0,1,1,0
2594,49,0,1,24,1,0,0,1,1,1
428,46,0,3,14,1,0,0,1,0,1
6430,50,0,0,0,0,1,0,1,1,1
7815,42,1,4,0,0,1,1,0,0,1
6140,34,0,0,1,1,0,0,1,1,0
10401,47,0,0,0,0,1,1,0,0,1
9171,37,1,0,0,0,1,0,1,0,1
8575,34,0,1,2,0,1,0,1,1,1
3183,42,1,1,1,1,0,0,1,1,1
288,39,1,0,0,1,0,0,1,0,1
9279,29,0,0,0,0,1,1,0,0,1
10831,27,1,0,0,0,1,1,0,0,0
1282,21,0,1,2,1,0,0,1,1,0
6932,22,1,3,142,1,0,0,1,0,1
6537,26,1,4,2,1,0,0,1,0,1
10422,26,1,2,19,1,0,0,1,0,1
10376,46,0,0,0,0,1,1,0,0,1
10289,36,1,0,37,1,0,0,1,0,0
9669,35,0,2,-1,1,0,0,1,1,1
7546,21,0,2,27,0,1,0,1,0,0
1138,25,0,1,0,0,1,1,0,1,0
8031,44,1,8,9,0,1,0,1,1,0
8972,27,1,1,16,0,1,1,0,1,1
6160,29,1,6,0,1,0,0,1,1,0
1320,46,0,0,5,1,0,0,1,0,1
6380,28,0,3,0,1,0,0,1,1,1
1057,57,1,20,33,1,0,0,1,1,1
6696,23,0,0,3,1,0,0,1,1,1
7326,24,0,3,75,1,0,0,1,1,0
6284,21,0,0,1,1,0,0,1,1,1
2196,49,0,4,35,0,1,0,1,1,1
9835,53,0,3,2,1,0,1,0,1,1
6766,29,1,8,2,1,0,0,1,1,0
1235,28,1,14,0,1,0,0,1,1,1
1058,28,0,2,6,0,1,0,1,1,1
9072,37,1,4,75,0,1,0,1,1,1
6349,31,0,0,1,1,0,1,0,1,1
5033,30,0,0,1,1,0,0,1,1,1
4826,31,1,8,13,1,0,0,1,0,1
8748,65,1,1,0,1,0,0,1,0,1
8922,63,0,0,0,1,0,0,1,0,1
10216,26,0,0,1,0,1,1,0,1,0
6425,30,0,2,0,1,0,1,0,1,1
6597,34,1,10,0,1,0,0,1,1,0
3594,51,1,1,0,0,1,0,1,1,1
621,23,0,1,5,0,1,0,1,0,1
5149,29,1,5,0,1,0,0,1,1,0
6659,21,0,0,3,1,0,0,1,1,1
8461,22,1,1,17,1,0,0,1,0,1
2843,39,0,0,0,0,1,0,1,0,1
3860,53,0,0,1,0,1,0,1,0,1
8163,24,1,0,1,0,1,0,1,1,1
4885,32,0,3,30,1,0,1,0,1,1
7597,31,0,0,1,0,1,0,1,0,1
4948,29,0,1,14,1,0,0,1,0,1
2787,39,1,0,2,1,0,1,0,1,1
7170,22,0,0,0,1,0,0,1,0,1
9699,42,0,1,1,1,0,0,1,0,1
9646,28,1,9,12,0,1,1,0,1,0
6658,39,1,0,0,1,0,0,1,1,1
5817,25,1,0,2,0,1,0,1,0,1
3067,26,1,13,-1,0,1,0,1,1,0
2324,22,1,0,0,0,1,0,1,0,1
7964,33,0,0,0,0,1,0,1,1,1
9448,46,0,0,0,0,1,0,1,0,1
10423,28,1,2,42,1,0,0,1,0,1
5826,45,0,0,37,1,0,0,1,0,1
623,56,0,0,0,0,1,0,1,0,1
1854,38,0,3,1,1,0,0,1,1,1
7591,20,1,4,1,1,0,0,1,1,0
5827,23,1,2,1,0,1,0,1,1,1
4162,25,1,13,36,1,0,0,1,1,0
4004,27,0,1,44,1,0,1,0,1,1
8887,27,1,5,1,1,0,1,0,0,1
8520,29,1,6,1,1,0,0,1,1,1
3817,21,1,4,0,0,1,1,0,1,0
4495,22,0,1,1,1,0,0,1,1,1
5117,20,1,2,0,1,0,0,1,1,0
2456,43,0,9,0,1,0,0,1,0,1
9079,22,1,0,32,1,0,0,1,0,1
10205,32,1,2,0,0,1,0,1,0,1
5560,53,0,1,1,1,0,0,1,0,1
475,56,0,0,1,0,1,0,1,0,1
9542,20,1,2,33,1,0,0,1,1,0
10306,49,1,2,91,1,0,0,1,0,1
916,40,0,0,1,1,0,0,1,1,1
389,39,0,0,0,1,0,0,1,0,1
4437,71,0,1,3,0,1,0,1,0,1
5733,24,0,0,-1,1,0,0,1,1,1
8087,57,1,0,-1,0,1,0,1,0,1
10095,27,0,2,0,1,0,0,1,1,1
996,22,1,1,1,1,0,0,1,1,1
847,26,0,3,1,1,0,0,1,1,1
788,28,0,2,1,0,1,0,1,0,1
10455,25,0,0,0,1,0,1,0,0,1
3438,26,1,0,5,0,1,0,1,0,1
3539,38,0,3,1,1,0,0,1,1,1
2297,21,1,5,1,1,0,0,1,0,0
3168,25,1,4,86,1,0,0,1,1,0
837,46,1,2,0,1,0,0,1,0,1
8609,25,0,2,0,1,0,0,1,1,1
7813,26,0,7,1,1,0,0,1,1,1
9981,21,1,1,0,1,0,0,1,1,1
127,50,1,0,0,1,0,0,1,0,1
1238,32,1,1,0,0,1,1,0,0,1
5981,44,1,1,6,0,1,1,0,0,1
8040,25,0,0,34,1,0,0,1,1,1
6143,55,1,5,3,1,0,0,1,1,1
3924,37,0,13,1,1,0,1,0,1,1
10544,67,0,0,0,0,1,0,1,0,1
6929,39,0,0,5,1,0,0,1,0,1
7265,64,0,13,1,0,1,0,1,1,1
4293,24,1,2,241,1,0,0,1,0,0
42,32,1,4,1,1,0,0,1,1,0
7572,50,1,9,1,0,1,0,1,0,1
3232,46,0,0,1,1,0,1,0,1,1
2398,56,0,1,1,1,0,1,0,0,1
2332,56,0,0,-1,1,0,0,1,0,1
2728,24,0,0,1,0,1,0,1,0,1
6979,28,0,1,1,0,1,0,1,0,1
1212,24,1,1,0,0,1,1,0,1,1
2194,42,0,2,34,0,1,1,0,1,1
1672,20,0,0,-1,1,0,1,0,1,0
8855,49,1,12,2,1,0,0,1,0,1
4088,35,0,0,0,1,0,0,1,1,1
4737,46,0,3,2,1,0,0,1,1,1
4436,23,1,4,0,1,0,0,1,1,0
6657,40,1,15,65,1,0,1,0,1,1
9725,48,0,0,1,0,1,0,1,0,1
10907,30,0,3,0,1,0,1,0,0,1
4748,30,0,0,-1,0,1,1,0,1,1
10645,31,0,0,-1,1,0,0,1,1,1
4722,26,0,0,0,0,1,0,1,0,1
3448,35,1,12,0,1,0,1,0,1,1
1082,50,1,18,248,1,0,0,1,1,0
1361,27,1,5,0,0,1,0,1,1,1
9593,46,0,0,0,1,0,1,0,0,1
2572,28,1,2,0,1,0,1,0,1,1
3110,21,1,0,0,0,1,0,1,0,1
4154,52,0,1,9,0,1,0,1,1,1
1024,27,0,0,1,0,1,0,1,1,1
729,59,1,1,0,1,0,0,1,0,1
5316,26,1,1,0,0,1,0,1,1,1
4658,34,0,5,2,0,1,0,1,1,1
2220,52,1,15,0,0,1,0,1,1,1
10228,49,0,3,0,1,0,0,1,0,1
4615,24,0,2,30,0,1,1,0,1,1
1611,47,0,4,0,1,0,0,1,1,1
5133,34,1,1,1,0,1,0,1,1,1
3804,27,0,1,0,0,1,0,1,1,1
5058,23,1,3,53,1,0,0,1,1,0
4993,52,0,3,13,1,0,0,1,0,1
7053,36,0,0,280,1,0,0,1,1,1
10889,56,0,4,16,1,0,0,1,1,1
2764,39,0,2,-1,0,1,0,1,0,1
4599,59,1,13,242,1,0,0,1,1,1
955,61,1,15,1,1,0,0,1,1,1
8380,28,1,3,0,1,0,1,0,0,1
8309,26,0,6,1,0,1,0,1,1,1
1530,69,0,0,0,0,1,0,1,0,1
2105,51,0,1,17,1,0,0,1,0,1
5858,29,0,0,0,0,1,0,1,0,1
297,23,0,1,0,0,1,1,0,1,1
4381,55,0,1,0,0,1,0,1,0,1
8157,30,0,0,6,1,0,0,1,0,1
533,23,1,0,0,1,0,1,0,1,1
8819,29,0,0,47,1,0,1,0,0,1
1533,39,0,1,4,1,0,0,1,1,1
3215,52,0,0,0,0,1,0,1,0,1
10274,35,1,0,1,0,1,0,1,1,0
4190,30,1,9,1,1,0,0,1,1,1
8288,37,0,8,14,1,0,0,1,1,1
10305,20,1,0,1,1,0,0,1,1,1
8593,34,1,0,1,1,0,0,1,0,1
1,69,0,0,0,1,0,0,1,0,1
2411,39,0,6,0,1,0,1,0,1,1
2065,34,0,2,1,0,1,0,1,0,1
7189,21,1,0,0,0,1,0,1,0,1
4596,52,1,0,0,0,1,0,1,1,1
9894,34,1,10,13,1,0,1,0,0,0
9097,24,1,6,1,1,0,0,1,1,1
6148,27,0,0,1,0,1,1,0,1,1
5795,25,0,0,0,0,1,1,0,0,1
5106,25,1,6,1,0,1,0,1,0,1
24,31,1,5,1,1,0,0,1,0,1
7766,31,1,9,26,1,0,1,0,0,1
6811,23,1,3,44,1,0,0,1,1,0
7721,23,1,0,1,1,0,1,0,1,1
745,30,0,0,1,0,1,1,0,0,1
6010,51,0,0,1,0,1,0,1,0,1
2162,37,0,0,5,0,1,1,0,1,1
4020,29,1,2,1,1,0,0,1,0,1
1479,52,1,6,1,0,1,0,1,1,1
10919,35,1,12,1,0,1,0,1,1,1
6368,26,1,10,1,1,0,0,1,1,0
6154,32,0,1,0,0,1,0,1,1,1
812,31,0,0,0,1,0,0,1,1,1
7197,37,0,0,0,1,0,0,1,0,1
6816,29,0,0,1,0,1,1,0,1,1
7837,56,0,1,15,1,0,0,1,0,1
5869,26,0,2,0,1,0,0,1,0,1
1754,35,0,0,1,0,1,0,1,0,1
5094,24,0,0,0,0,1,1,0,1,1
8394,21,1,0,0,1,0,0,1,1,1
2886,27,1,9,24,1,0,0,1,1,1
9592,25,0,1,0,1,0,0,1,0,1
9805,25,1,2,49,1,0,0,1,1,1
7033,22,0,2,13,1,0,0,1,1,1
8496,20,1,0,0,1,0,0,1,0,1
703,63,0,2,3,1,0,0,1,0,1
5828,39,1,7,0,1,0,0,1,1,0
1913,21,0,0,0,1,0,0,1,1,1
6042,37,1,4,82,0,1,0,1,0,1
2732,47,1,23,403,1,0,0,1,1,1
5519,40,0,0,2,0,1,0,1,1,1
9323,23,1,4,2,0,1,0,1,0,0
7423,52,1,0,4,1,0,0,1,1,1
4900,40,0,0,4,1,0,1,0,0,1
6801,44,0,1,1,1,0,0,1,0,0
5049,26,0,0,0,0,1,1,0,0,1
3698,49,0,0,73,1,0,0,1,0,1
1706,33,1,4,1,0,1,0,1,1,1
496,25,1,2,1,0,1,1,0,0,1
10343,39,0,0,1,1,0,1,0,0,1
8357,22,1,0,1,1,0,0,1,1,1
465,42,0,0,1,1,0,1,0,0,1
1002,22,0,3,0,1,0,0,1,1,1
7030,30,0,1,1,1,0,0,1,0,1
9820,29,0,2,3,0,1,0,1,1,1
4961,27,1,0,1,1,0,0,1,0,1
1631,47,1,1,0,1,0,0,1,0,1
7493,20,1,0,2,1,0,1,0,1,1
10818,36,1,5,0,1,0,1,0,0,1
6511,29,1,1,99,0,1,0,1,1,1
6547,23,1,2,58,1,0,0,1,0,1
7299,26,1,9,2,1,0,0,1,1,0
5447,34,1,21,5,0,1,0,1,1,0
10649,21,0,1,1,0,1,0,1,1,1
4282,21,0,0,0,0,1,0,1,0,1
3246,30,0,0,0,0,1,0,1,0,1
6949,32,1,1,0,0,1,0,1,0,1
10559,27,0,4,1,0,1,0,1,1,1
108,27,1,1,14,1,0,0,1,0,1
6803,56,1,5,597,1,0,0,1,1,1
6075,29,1,12,12,1,0,0,1,1,0
2621,31,1,1,32,1,0,0,1,0,1
5003,25,1,4,19,1,0,0,1,1,0
5270,31,0,0,21,0,1,0,1,1,1
9653,24,0,1,1,1,0,0,1,0,1
8543,20,1,1,1,1,0,0,1,1,0
3858,33,1,3,9,1,0,1,0,1,1
8761,32,1,4,1,0,1,0,1,0,1
4390,66,0,0,1,1,0,0,1,0,1
3422,35,1,0,40,1,0,0,1,0,1
10547,55,1,3,69,0,1,0,1,1,1
3521,19,1,1,-1,1,0,0,1,1,0
10498,65,0,1,1,1,0,1,0,0,1
5454,25,1,0,0,1,0,1,0,0,1
2045,22,0,1,0,0,1,1,0,0,1
4195,31,1,0,1,0,1,1,0,1,1
9358,34,1,9,0,1,0,0,1,1,1
139,21,1,1,3,1,0,0,1,0,1
7012,28,0,0,0,1,0,0,1,1,1
1325,52,0,0,2,1,0,1,0,1,1
3848,26,1,5,36,1,0,0,1,1,0
8185,64,1,8,0,0,1,0,1,1,1
3412,25,0,0,0,0,1,0,1,0,1
4956,29,0,5,1,1,0,0,1,1,0
6193,42,0,1,7,0,1,0,1,1,1
5150,38,0,1,3,0,1,0,1,1,1
4837,41,0,2,1,0,1,0,1,0,1
3056,25,0,0,1,1,0,0,1,1,1
4202,38,1,8,9,0,1,0,1,1,1
7640,37,1,1,8,1,0,0,1,0,1
3407,53,0,1,1,0,1,0,1,0,1
3429,21,1,0,3,1,0,0,1,1,1
4457,30,1,5,180,1,0,0,1,1,1
9612,44,1,1,0,0,1,0,1,0,1
2286,27,0,2,0,0,1,0,1,0,1
334,27,1,11,223,1,0,0,1,1,0
6926,31,1,1,39,1,0,0,1,0,1
5904,26,1,4,0,1,0,0,1,1,0
2427,30,1,9,50,1,0,0,1,1,0
9219,28,0,7,0,0,1,0,1,1,1
8132,22,0,1,2,1,0,0,1,1,1
10723,28,1,7,6,1,0,1,0,0,1
5392,47,0,1,1,0,1,0,1,1,1
10754,22,0,0,0,0,1,1,0,0,1
1163,25,0,6,6,1,0,0,1,1,1
5692,40,1,0,0,0,1,0,1,0,1
6626,26,0,0,2,1,0,0,1,1,1
3543,39,1,4,1,1,0,1,0,0,1
1682,40,0,3,1,1,0,0,1,0,1
3571,30,1,1,0,0,1,0,1,0,0
5942,26,1,1,3,1,0,0,1,0,1
11000,33,0,3,1,0,1,1,0,1,1
440,39,1,6,2,1,0,0,1,1,1
10232,39,1,2,1,0,1,0,1,1,1
1534,29,0,2,37,1,0,0,1,1,1
5112,40,1,5,30,1,0,0,1,1,1
7891,51,1,8,3,0,1,0,1,1,1
8019,49,0,0,0,1,0,1,0,0,1
4451,49,0,1,4,0,1,0,1,0,1
7381,43,0,0,-1,1,0,1,0,1,1
9061,20,1,3,-1,1,0,0,1,1,0
5061,21,1,1,0,1,0,1,0,1,1
7620,54,0,1,0,1,0,0,1,1,1
6230,45,0,0,0,0,1,1,0,0,1
190,33,1,19,0,1,0,0,1,1,0
150,44,0,0,1,0,1,1,0,0,1
2151,25,1,2,1,0,1,0,1,0,1
6203,26,0,1,7,0,1,0,1,1,1
6489,25,1,1,0,1,0,0,1,1,1
3744,56,0,1,0,0,1,0,1,1,1
9945,24,1,0,0,1,0,0,1,0,1
298,36,1,2,2,0,1,0,1,0,1
4001,42,1,0,7,1,0,0,1,1,1
7912,21,1,0,28,1,0,0,1,0,1
2431,20,0,0,0,1,0,1,0,0,1
2459,36,0,0,0,1,0,0,1,1,1
16,37,0,0,0,0,1,1,0,0,1
10719,33,0,2,1,0,1,0,1,1,1
2261,50,0,1,1,1,0,1,0,1,1
7864,40,0,2,1,1,0,1,0,1,1
2501,22,0,0,1,1,0,0,1,1,1
6525,51,1,1,0,1,0,0,1,0,1
2415,48,0,1,1,0,1,0,1,0,1
10307,31,0,6,25,1,0,0,1,1,1
22,25,0,3,1,1,0,0,1,1,0
10079,31,1,2,1,1,0,1,0,0,1
7341,25,1,0,-1,0,1,0,1,1,1
5665,51,0,4,8,1,0,1,0,0,1
10439,21,0,0,13,1,0,0,1,1,1
6503,37,1,1,0,1,0,0,1,0,1
7851,38,0,0,1,1,0,0,1,0,1
7395,42,1,17,32,1,0,0,1,1,0
2115,44,0,0,0,0,1,0,1,0,1
7362,24,1,11,77,0,1,1,0,1,0
9784,39,0,2,1,0,1,0,1,1,1
9085,26,0,2,0,1,0,0,1,0,1
7618,32,0,0,0,1,0,0,1,0,1
7729,39,0,0,0,1,0,0,1,0,1
3259,45,1,15,1,1,0,1,0,0,0
2765,26,0,0,-1,0,1,1,0,1,1
9328,41,0,0,1,1,0,1,0,0,1
9075,35,0,0,1,1,0,1,0,0,1
5716,34,0,5,4,1,0,0,1,1,1
4668,65,0,1,-1,1,0,1,0,0,1
7563,33,0,1,0,0,1,1,0,0,1
7540,31,1,6,1,1,0,0,1,1,0
3200,35,1,1,1,1,0,0,1,1,1
4137,23,1,3,35,0,1,0,1,0,0
6182,26,0,0,0,0,1,0,1,1,1
843,42,0,8,1,1,0,0,1,1,1
9450,24,0,0,2,1,0,1,0,1,1
8906,20,1,1,13,1,0,0,1,0,0
5997,24,0,1,0,1,0,0,1,0,1
1774,23,0,1,0,0,1,0,1,0,1
7788,33,1,7,0,1,0,0,1,1,1
10346,31,1,9,27,0,1,0,1,1,0
3396,47,0,0,3,0,1,0,1,1,1
9983,22,1,3,8,1,0,0,1,1,1
3536,25,1,0,3,1,0,0,1,0,1
5391,38,0,3,0,1,0,1,0,0,1
7214,30,1,7,0,0,1,1,0,1,1
9970,34,1,13,1,1,0,0,1,1,1
2093,33,0,0,0,0,1,1,0,0,1
1834,31,0,0,77,1,0,0,1,0,1
5732,33,1,0,1,0,1,1,0,0,1
1880,20,1,8,1,1,0,0,1,0,0
1220,39,0,0,0,1,0,0,1,1,1
5814,40,1,0,29,0,1,0,1,0,0
5596,25,0,0,2,1,0,0,1,0,1
8528,32,0,1,98,1,0,0,1,1,1
182,30,0,1,1,1,0,1,0,0,1
10540,31,1,1,1,0,1,1,0,0,1
8278,53,1,3,5,1,0,0,1,1,1
4587,36,1,0,5,0,1,0,1,0,1
10065,26,0,1,0,0,1,0,1,0,1
1620,53,0,0,0,1,0,0,1,0,1
4126,30,1,0,0,1,0,0,1,1,1
151,19,1,1,9,0,1,0,1,1,1
8579,45,0,1,0,0,1,0,1,1,1
8926,24,1,2,0,0,1,0,1,1,1
313,28,1,7,1,1,0,1,0,0,0
7835,40,1,11,0,0,1,0,1,1,1
9588,54,0,0,2,1,0,0,1,0,1
2110,22,0,3,0,1,0,0,1,1,0
1166,27,1,4,0,1,0,0,1,1,0
4112,21,0,1,2,1,0,0,1,1,1
6189,46,0,1,25,1,0,1,0,0,1
329,36,1,1,1,0,1,0,1,0,1
9561,28,1,3,37,1,0,0,1,0,1
4039,33,0,1,0,0,1,0,1,0,1
3237,41,0,0,-1,0,1,0,1,0,1
19,47,1,1,14,1,0,1,0,0,1
6006,39,0,4,3,1,0,1,0,1,1
10939,54,0,1,1,0,1,1,0,0,1
